First Author,Year,Country,Design,Outcome,Population - Primary,Population - Original,Risk Factor - Category,Risk Factor - Primary,Risk Factor - Secondary,Risk Factor - Original,Comparator,Estimator,Size Effect,Confidence Interval,P Value,Paper Title,Paper DOI,Paper PMID,Paper Web Link
Bhatti,2016,Canada,Cohort,DSH,Individuals who underwent surgery,Adults aged 35-65 years with bariatric surgery,Physical Health Conditions,Digestive condition,Bariatric surgery ,Bariatric surgery ,Before surgery,RR,1.76,"CI95 [1.05, 2.94]",,Self-harm Emergencies After Bariatric Surgery A Population-Based Cohort Study,10.1001/jamasurg.2015.3415,26444444,https://pubmed.ncbi.nlm.nih.gov/26444444/
Bhatti,2016,Canada,Cohort,DSH,Individuals who underwent surgery,Adults with bariatric surgery and lower socioeconomic status (income) ,Physical Health Conditions,Digestive condition,Bariatric surgery ,Bariatric surgery ,Before surgery,RR,2.09,"CI95 [1.20, 3.65]",,Self-harm Emergencies After Bariatric Surgery A Population-Based Cohort Study,10.1001/jamasurg.2015.3416,26444444,https://pubmed.ncbi.nlm.nih.gov/26444444/
Bhatti,2016,Canada,Cohort,DSH,Individuals who underwent surgery,Adults with bariatric surger and a rural home location,Physical Health Conditions,Digestive condition,Bariatric surgery ,Bariatric surgery ,Before surgery,RR,6.49,"CI95 [1.42, 29.63]",,Self-harm Emergencies After Bariatric Surgery A Population-Based Cohort Study,10.1001/jamasurg.2015.3417,26444444,https://pubmed.ncbi.nlm.nih.gov/26444444/
Bhatti,2016,Canada,Cohort,DSH,Individuals who underwent surgery,Adults with roux-en-Y gastric bypass,Physical Health Conditions,Digestive condition,Bariatric surgery ,Bariatric surgery ,Before surgery,RR,1.5,"CI95 [1.01, 2.26]",,Self-harm Emergencies After Bariatric Surgery A Population-Based Cohort Study,10.1001/jamasurg.2015.3418,26444444,https://pubmed.ncbi.nlm.nih.gov/26444444/
Bhatti,2016,Canada,Cohort,DSH,Individuals who underwent surgery,Adults with bariatric surgery and self-harm by medications,Physical Health Conditions,Digestive condition,Bariatric surgery ,Bariatric surgery ,Before surgery,RR,1.71,"CI95 [1.09, 2.69]",,Self-harm Emergencies After Bariatric Surgery A Population-Based Cohort Study,10.1001/jamasurg.2015.3419,26444444,https://pubmed.ncbi.nlm.nih.gov/26444444/
Bhatti,2016,Canada,Cohort,DSH,Individuals who underwent surgery,Adults with bariatric surgery and ambulance usage,Physical Health Conditions,Digestive condition,Bariatric surgery ,Bariatric surgery ,Before surgery,RR,1.57,"CI95 [1.04, 2.55]",,Self-harm Emergencies After Bariatric Surgery A Population-Based Cohort Study,10.1001/jamasurg.2015.3420,26444444,https://pubmed.ncbi.nlm.nih.gov/26444444/
Bhatti,2016,Canada,Cohort,DSH,Individuals who underwent surgery,Adults with bariatric surgery and higher triage urgency,Physical Health Conditions,Digestive condition,Bariatric surgery ,Bariatric surgery ,Before surgery,RR,1.66,"CI95 [1.09, 2.52]",,Self-harm Emergencies After Bariatric Surgery A Population-Based Cohort Study,10.1001/jamasurg.2015.3421,26444444,https://pubmed.ncbi.nlm.nih.gov/26444444/
BjoÌˆrkenstam,2016,Sweden,Cohort,SC,,Newly partnered or married individuals,Sexual Orientation,Homosexuality,Same sex marriage,Same sex marriage,Different sex married,IRR,2.7,"CI95 [1.5, 4.8]",,Suicide in married couples in Sweden: Is the risk greater in samesex couples?,10.1007/s10654-016-0154-6,27168192,https://pubmed.ncbi.nlm.nih.gov/27168192/
BjoÌˆrkenstam,2016,Sweden,Cohort,SC,Newly partnered or married individuals,Male newly partnered or married individuals,Sexual Orientation,Homosexuality,Same sex marriage,Same sex marriage,Different sex married,IRR,2.3,"CI95 [1.2, 4.8]",,Suicide in married couples in Sweden: Is the risk greater in samesex couples?,10.1007/s10654-016-0154-7,27168192,https://pubmed.ncbi.nlm.nih.gov/27168192/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-65,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Personality disorder with psychiatric comorbidity (unspecified),With psychiatric comorbidity,General population,SMR,33.6,"CI95 [31.1, 36.3]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.009,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-66,Physical Health Conditions,Neurological condition,Organic brain disorders,Organic brain disorders,General population,SMR,22.6,"CI95 [13.8, 36.9]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.010,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-67,Substance Use and Addictions,Drug use disorder,Psychoactive substance use,Psychoactive substance use,General population,SMR,48.1,"CI95 [40.7, 56.8]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.011,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-68,Psychiatric and Mental Health Conditions,Psychosis diagnosis,Schizophrenia and other psychoses,Schizophrenia and other psychoses,General population,SMR,24.7,"CI95 [19.3, 31.6]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.012,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-69,Psychiatric and Mental Health Conditions,Mood disorders (unspecified),Mood disorders,Mood disorders,General population,SMR,31,"CI95 [26.6, 36.0]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.013,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-70,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),"Neurotic, stress-and somatoform disorders","Neurotic, stress-and somatoform disorders",General population,SMR,33.4,"CI95 [29.2, 38.2]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.014,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-71,Psychiatric and Mental Health Conditions,Behavioural disorders,Behavioural syndromes associated with physiological disturbances and physical factors,Behavioural syndromes associated with physiological disturbances and physical factors,General population,SMR,53.9,"CI95 [40.1, 72.5]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.015,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-72,Psychiatric and Mental Health Conditions,Personality disorder,Disorders of adult personality and behaviour other than PD,Disorders of adult personality and behaviour other than PD,General population,SMR,35.4,"CI95 [23.1, 54.2]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.016,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-73,Psychiatric and Mental Health Conditions,Developmental disorders,Disorders of psychological development,Disorders of psychological development,General population,SMR,41.7,"CI95 [33.3, 52.1]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.017,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-74,Psychiatric and Mental Health Conditions,Behavioural disorders,Behavioral and emotional disturbances beginning in youth,Behavioral and emotional disturbances beginning in youth,General population,SMR,40.6,"CI95 [28.5, 57.7]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.018,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Female PD patients aged 15-75,Physical Health Conditions,Physical health condition (unspecified),Somatic comorbidity,Somatic comorbidity,General population,SMR,30.9,"CI95 [28.6, 33.4]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.019,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-65,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Personality disorder with psychiatric comorbidity (unspecified),With psychiatric comorbidity,General population,SMR,18.5,"CI95 [17.1, 20.0]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.021,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-66,Physical Health Conditions,Neurological condition,Organic brain disorders,Organic brain disorders,General population,SMR,13.9,"CI95 [9.5, 20.5]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.022,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-67,Substance Use and Addictions,Drug use disorder,Psychoactive substance use,Psychoactive substance use,General population,SMR,22.5,"CI95 [19.8, 25.6]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.023,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-68,Psychiatric and Mental Health Conditions,Psychosis diagnosis,Schizophrenia and other psychoses,Schizophrenia and other psychoses,General population,SMR,16.1,"CI95 [13.4, 19.4]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.024,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-69,Psychiatric and Mental Health Conditions,Mood disorders (unspecified),Mood disorders,Mood disorders,General population,SMR,19.4,"CI95 [16.7, 22.4]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.025,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-70,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),"Neurotic, stress-and somatoform disorders","Neurotic, stress-and somatoform disorders",General population,SMR,16.5,"CI95 [14.0, 19.5]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.026,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-71,Psychiatric and Mental Health Conditions,Behavioural disorders,Behavioural syndromes associated with physiological disturbances and physical factors,Behavioural syndromes associated with physiological disturbances and physical factors,General population,SMR,10.9,"CI95 [3.5, 33.8]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.027,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-72,Psychiatric and Mental Health Conditions,Personality disorder,Disorders of adult personality and behaviour other than PD,Disorders of adult personality and behaviour other than PD,General population,SMR,19.9,"CI95 [13.2, 30.0]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.028,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-73,Psychiatric and Mental Health Conditions,Developmental disorders,Disorders of psychological development,Disorders of psychological development,General population,SMR,18.8,"CI95 [14.2, 24.8]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.029,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-74,Psychiatric and Mental Health Conditions,Behavioural disorders,Behavioral and emotional disturbances beginning in youth,Behavioral and emotional disturbances beginning in youth,General population,SMR,15.6,"CI95 [9.2, 26.3]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.030,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2016,Sweden,Cohort,SC,Individuals suffering from a personality disorder,Male PD patients aged 15-75,Physical Health Conditions,Physical health condition (unspecified),Somatic comorbidity,Somatic comorbidity,General population,SMR,16.3,"CI95 [15.1, 17.7]",,Suicide risk and suicide method in patients with personality disorders,10.1016/j.jpsychires.2016.08.031,27552531,https://pubmed.ncbi.nlm.nih.gov/27552531/
Bjorkenstam,2015,Sweden,Cohort,SA/SC,Patients with multiple sclerosis,Multiple sclerosis patients aged 16â€“64,Realtionship Status ,Single/Unmarried,Unmarried,Unmarried,Married,IRR,1.32,"CI95 [1.08, 1.62]",,Is disability pension a risk indicator for future need of psychiatric healthcare or suicidal behavior among MS patients- a nationwide register study in Sweden?,10.1186/s12888-015-0668-6,26573305,https://pubmed.ncbi.nlm.nih.gov/26573305/
Bjorkenstam,2015,Sweden,Cohort,SA/SC,Patients with multiple sclerosis,Multiple sclerosis patients aged 16â€“64,Education,High school,High school (10-12 years),Education: 10-12 years,> 12 years,IRR,1.83,"CI95 [1.38, 2.44]",,Is disability pension a risk indicator for future need of psychiatric healthcare or suicidal behavior among MS patients- a nationwide register study in Sweden?,10.1186/s12888-015-0668-7,26573305,https://pubmed.ncbi.nlm.nih.gov/26573305/
Bjorkenstam,2015,Sweden,Cohort,SA/SC,Patients with multiple sclerosis,Multiple sclerosis patients aged 16â€“64,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Recieved healthcare for psychiatric diagnosis (unspecified),Previous psychiatric healthcare: Yes,No,IRR,1.91,"CI95 [1.59, 2.30]",,Is disability pension a risk indicator for future need of psychiatric healthcare or suicidal behavior among MS patients- a nationwide register study in Sweden?,10.1186/s12888-015-0668-8,26573305,https://pubmed.ncbi.nlm.nih.gov/26573305/
